0.00000,0.00000
1.48731,1.48731
1.55040,1.53800
1.52496,-1.38802
1.54606,1.51372
1.53399,1.49903
1.52821,1.50423
1.51852,0.58337
1.49753,-1.51903
1.48034,-1.49793
1.49467,-1.36386
1.50719,0.33890
1.49395,1.11438
0.16515,-1.54624
1.47566,-1.50475
-1.13425,-1.52449
1.06133,-1.49101
1.34830,-1.46161
1.28514,-1.43285
-1.10615,-1.51056
1.52305,-1.36782
1.51209,-1.23480
1.48183,-0.38051
1.43763,-1.31152
1.27656,-1.49609
0.58337,-1.49373
-0.17532,-1.47463
1.36623,-1.41975
-1.04918,-1.51887
1.26063,-1.44736
1.20168,-1.39902
-1.27056,-1.50360
-1.40692,-1.50278
1.48214,-1.40663
-0.08976,-1.48353
1.33156,-1.37673
1.32987,-1.32230
0.99389,-1.29706
-1.17452,-1.51757
-1.24294,-1.49100
-0.39763,-1.45337
-1.34298,-1.51474
1.51302,-1.38052
-0.83071,-1.51951
-1.37531,-1.50922
1.43859,-1.45099
-0.67778,-1.46170
1.53512,-0.97308
1.53778,1.20219
1.49964,-1.50918
1.19607,-1.53948
0.38223,-1.52094
1.51272,-1.46882
1.41338,-1.45685
-0.91649,-1.53088
-1.05707,-1.50544
-1.36868,-1.48989
1.53430,-1.40352
1.48253,-1.36498
1.46474,-1.09001
1.28945,-1.50117
-1.35501,-1.54352
1.38045,-1.50731
1.50137,-1.44417
-1.41227,-1.54943
-1.45917,-1.54484
1.53667,-1.50806
0.97026,-1.53289
-1.50594,-1.55201
1.52324,-1.51963
-1.52457,-1.56152
1.53410,-1.54597
1.53926,-1.51500
1.44361,-1.54262
-1.34963,-1.54656
-1.49063,-1.54830
1.43539,-1.53567
-1.41733,-1.53353
1.55460,-1.49668
1.55298,-1.26103
1.53065,-1.54418
1.48575,-1.54019
1.47572,-1.52068
1.47208,-1.49352
1.41274,-1.51084
1.55165,-1.21427
1.52827,-1.38116
1.51610,-1.03681
1.50103,-0.88862
1.48473,0.61741
1.44321,-1.48159
1.41988,-1.40456
1.34288,-1.48436
-0.22290,-1.54343
1.47914,-1.49298
1.34559,-1.46947
-1.44771,-1.54048
1.46111,-1.48731
-1.40511,-1.52330
1.50536,-1.45540
1.54439,-1.28962
1.53081,-0.69408
1.44353,-1.54138
1.45369,-1.49249
1.16924,-1.53180
1.53154,-1.41616
1.11719,-1.52768
1.46217,-1.42900
1.53330,-1.07718
1.52268,0.22844
1.43580,-1.52377
-1.04200,-1.54792
1.47830,-1.51548
-1.25823,-1.53329
1.51579,-1.49118
1.47503,-1.47114
1.47046,-1.43447
0.76888,-1.53225
1.52106,-1.41384
1.33351,-1.48639
1.28395,-1.37185
0.29718,-1.48473
-0.01333,-1.43048
1.54292,0.70366
1.47013,-1.50861
1.55480,1.40067
1.53305,-1.46646
1.54403,1.46656
1.51401,-1.52071
1.48061,-1.51375
1.47365,-1.46679
1.46790,-1.39824
1.53379,0.68202
1.45650,-1.50826
0.08976,-1.53037
1.47620,-1.47162
1.45075,-1.40639
1.29573,-1.40597
1.00366,-1.39816
1.34484,-1.34201
1.44841,-1.22100
-0.92969,-1.53527
-1.03519,-1.50884
-1.09322,-1.48800
-1.31071,-1.47593
-1.42972,-1.52829
1.41838,-1.46952
1.45866,-1.43214
1.42176,-1.39757
1.39409,-1.36517
1.53237,0.88507
1.40021,-1.50146
1.51102,0.85720
1.36607,-1.48895
1.31842,-1.44504
0.98990,-1.50278
1.51375,-1.27208
1.54761,1.35834
1.54203,1.43562
1.50453,-1.53342
1.49039,-1.49084
1.50670,-1.26125
1.51807,1.17489
1.54343,1.46276
1.50560,-1.46900
1.47063,-1.50937
1.44824,-1.43737
